问题名,问题具体内容,回答信息
你的编程能力从什么时候开始突飞猛进？,无详细描述,update: 评论区很多学弟学妹要求整理一个学习路线，刚写了篇文章： 从小白到后端工程师的自学之路 - MutexLock的文章 - 知乎 https://zhuanlan.zhihu.com/p/130364187 --------------- 在啃掉一本本计算机经典书籍和写下大量代码以后。 疫情原因回不去学校，作为一个马上毕业，即将入职腾讯的大四生，分享一下自己的学习历程吧。 本人在大学之前从未接触过编程，最开始的编程学习还是在高考完后，从书店买了本C Primer Plus，然后暑假开始啃，前前后后也就看了几十页。 大一上的时候，来到了华中师范大学，还没有转专业到计算机，一直在自学C语言和看一些计算机入门书籍（编码、计算机科学概论）。当时也很迷茫，不知道以后道路如何，所以也学了一些杂七杂八的东西（前端 python啥的），所幸的是，当时坚持把C Primer Plus结结实实地精读了一遍，而且几乎练习题都做了，算是比较好的开端。 大一下，转专业到计算机了，开始自学数据结构，算法和C++，部分看完了 数据结构与算法分析，并且把书上的数据结构实现了一遍，记得当时五月份给自己的flag是看完C++ Primer，然后每天上课看，晚饭吃完后也跑去七号楼刷书，最后囫囵吞枣似的看完了大部分。 大一暑假，txr大佬 @杏仁糖 给我说他面试通过了华科的联创团队Unique Studio，而且给我说他们团队都特别厉害，有些人在军训的时候就把C++ Primer给蹲着看完了，当时十分钦佩，幻想也能够进入贵团队。于是打算在大二上的时候，去报名他们的秋招。所以，那个暑假在学校自学，呆了五十多天。最初，拿起一本APUE，看了一章后感觉看不懂又放下了。然后，又拿起一本红色封面的算法第四版，这本书看完了，并且用C++把上面的算法都实现了一遍。另外，听知乎大佬说CSAPP是必看的神书，当时也懵懵懂懂地看了前面三章，做了lab。为了学习linux，还看了一本叫linux命令行大全的书。武汉的夏天很热，只能寂寞待在宿舍的我，打开了LeetCode的世界，写了一百多道题。 大二上，十月，忐忑迎来了联创的面试，前面两轮都过了，直到其特色的“熬夜测试”环节，因为实力不足+精力不足，测试败北，没有通过。清晨七点，在回学校的公交车上思考自己不足，总结是知识体系仍然不够完全，而且深度也不够。后来这个学期
你的编程能力从什么时候开始突飞猛进？,无详细描述,update: 评论区很多学弟学妹要求整理一个学习路线，刚写了篇文章： 从小白到后端工程师的自学之路 - MutexLock的文章 - 知乎 https://zhuanlan.zhihu.com/p/130364187 --------------- 在啃掉一本本计算机经典书籍和写下大量代码以后。 疫情原因回不去学校，作为一个马上毕业，即将入职腾讯的大四生，分享一下自己的学习历程吧。 本人在大学之前从未接触过编程，最开始的编程学习还是在高考完后，从书店买了本C Primer Plus，然后暑假开始啃，前前后后也就看了几十页。 大一上的时候，来到了华中师范大学，还没有转专业到计算机，一直在自学C语言和看一些计算机入门书籍（编码、计算机科学概论）。当时也很迷茫，不知道以后道路如何，所以也学了一些杂七杂八的东西（前端 python啥的），所幸的是，当时坚持把C Primer Plus结结实实地精读了一遍，而且几乎练习题都做了，算是比较好的开端。 大一下，转专业到计算机了，开始自学数据结构，算法和C++，部分看完了 数据结构与算法分析，并且把书上的数据结构实现了一遍，记得当时五月份给自己的flag是看完C++ Primer，然后每天上课看，晚饭吃完后也跑去七号楼刷书，最后囫囵吞枣似的看完了大部分。 大一暑假，txr大佬 @杏仁糖 给我说他面试通过了华科的联创团队Unique Studio，而且给我说他们团队都特别厉害，有些人在军训的时候就把C++ Primer给蹲着看完了，当时十分钦佩，幻想也能够进入贵团队。于是打算在大二上的时候，去报名他们的秋招。所以，那个暑假在学校自学，呆了五十多天。最初，拿起一本APUE，看了一章后感觉看不懂又放下了。然后，又拿起一本红色封面的算法第四版，这本书看完了，并且用C++把上面的算法都实现了一遍。另外，听知乎大佬说CSAPP是必看的神书，当时也懵懵懂懂地看了前面三章，做了lab。为了学习linux，还看了一本叫linux命令行大全的书。武汉的夏天很热，只能寂寞待在宿舍的我，打开了LeetCode的世界，写了一百多道题。 大二上，十月，忐忑迎来了联创的面试，前面两轮都过了，直到其特色的“熬夜测试”环节，因为实力不足+精力不足，测试败北，没有通过。清晨七点，在回学校的公交车上思考自己不足，总结是知识体系仍然不够完全，而且深度也不够。后来这个学期
你的编程能力从什么时候开始突飞猛进？,无详细描述,大学时浑水摸鱼，毕业后大约半年，在网络上寻找自学资料时，发现了GitHub和一些程序员论坛，自学了py，然后打开了新世界的大门。 包括购买了梯子，独自啃下两套纯英文官方文档，在GitHub上友好亲切的交流，刷题，看最新的软件工程实践书，等等 ===========更新2：=========== 一些人问《哈弗大学幸福课》在哪里看 我是在这里看的：https://www.bilibili.com/video/BV1Gs411o71d?p=1 其他的我不知道 =========== 更新 ============ 断断续续的收到一些赞，写一些可能对大家有帮助的东西吧： 1、提高知识最好的途径是读书，包括但不限于计算机四大名著《操作系统》《计算机网络》《数据结构》《计算机组成原理》。经典书籍不仅仅有完善有效的知识，更重要的是这些书里的计算机经典思想，一直到现在都没有过时，十分的有用。 2、Github是个好网站，值得习惯性的到上面搜索需要的东西。比如awesome系列和一些质量很高的资料整理项目（整理常见的面试、刷题、常见工具链的git repo） 3、v2ex和知乎都是很好的网站（尽管审核方面被吐槽很多），论坛上有很多很厉害的大佬，关注认真答题大佬的动态对开拓知识领域是有一些帮助的。 4、善用搜索引擎（专指Google），最好能把自己最常用的工具的官方文档啃一遍。主要是习惯英文文档的表达方式+系统的认识自己所用的工具，对自己写文档也是有很多帮助的。 5、因个人有长期的抑郁经历，所以对心理方面关注得也比较多，十分推荐学习《哈弗大学幸福课》。这门课的综合内容十分丰富，实践性很强，能够有效的提高生活、职场中的软技能（沟通能力、抗压能力等）（这门课另外一个很厉害的地方在于，仅仅是上课的方式，也能提高你的逻辑思维能力，毕竟据说是哈弗学生选修最多的课，课程质量极其的高）。 6、有一个我自己打算做但实践得还不太好得地方：看经典开源项目得源码和架构。只看过一些小的玩票性质的开源项目，也学到了不少东西，大型的经典的开源项目还没能看（STL、Git等），这些项目对我来说主要是太庞大，时间上有些不够用。 7、最近在坚持做Leetcode每日一题，也推荐大家一起刷呀。保持手感，很多题看起来简单，但评论区也能看到有趣的知识。 8、关于职业规划这种事情，我以前是没有的（主要还是抑郁+低自尊影响的吧
你的编程能力从什么时候开始突飞猛进？,无详细描述,大学时浑水摸鱼，毕业后大约半年，在网络上寻找自学资料时，发现了GitHub和一些程序员论坛，自学了py，然后打开了新世界的大门。 包括购买了梯子，独自啃下两套纯英文官方文档，在GitHub上友好亲切的交流，刷题，看最新的软件工程实践书，等等 ===========更新2：=========== 一些人问《哈弗大学幸福课》在哪里看 我是在这里看的：https://www.bilibili.com/video/BV1Gs411o71d?p=1 其他的我不知道 =========== 更新 ============ 断断续续的收到一些赞，写一些可能对大家有帮助的东西吧： 1、提高知识最好的途径是读书，包括但不限于计算机四大名著《操作系统》《计算机网络》《数据结构》《计算机组成原理》。经典书籍不仅仅有完善有效的知识，更重要的是这些书里的计算机经典思想，一直到现在都没有过时，十分的有用。 2、Github是个好网站，值得习惯性的到上面搜索需要的东西。比如awesome系列和一些质量很高的资料整理项目（整理常见的面试、刷题、常见工具链的git repo） 3、v2ex和知乎都是很好的网站（尽管审核方面被吐槽很多），论坛上有很多很厉害的大佬，关注认真答题大佬的动态对开拓知识领域是有一些帮助的。 4、善用搜索引擎（专指Google），最好能把自己最常用的工具的官方文档啃一遍。主要是习惯英文文档的表达方式+系统的认识自己所用的工具，对自己写文档也是有很多帮助的。 5、因个人有长期的抑郁经历，所以对心理方面关注得也比较多，十分推荐学习《哈弗大学幸福课》。这门课的综合内容十分丰富，实践性很强，能够有效的提高生活、职场中的软技能（沟通能力、抗压能力等）（这门课另外一个很厉害的地方在于，仅仅是上课的方式，也能提高你的逻辑思维能力，毕竟据说是哈弗学生选修最多的课，课程质量极其的高）。 6、有一个我自己打算做但实践得还不太好得地方：看经典开源项目得源码和架构。只看过一些小的玩票性质的开源项目，也学到了不少东西，大型的经典的开源项目还没能看（STL、Git等），这些项目对我来说主要是太庞大，时间上有些不够用。 7、最近在坚持做Leetcode每日一题，也推荐大家一起刷呀。保持手感，很多题看起来简单，但评论区也能看到有趣的知识。 8、关于职业规划这种事情，我以前是没有的（主要还是抑郁+低自尊影响的吧
你的编程能力从什么时候开始突飞猛进？,无详细描述,大概……是为了追女生而写了一个游戏的时候吧。 大概七年前，我为了追一个女生，以她和我为主角写了一个战棋类RPG游戏（其实还做了很多别的事情hhhhh），灵感来源于小时候玩的世嘉版《水浒传》。故事的背景是我大学，游戏名字叫做《凌工路2号》。 我一直都觉得，在大学，生产力的来源主要有两件事情： deadline； 荷尔蒙。 这个游戏有对话系统： 有战斗系统： 有职业/升级/转职/职业相克系统： 职业/转职系统 职业相克系数表 有角色属性、物品、存档系统： 有剧情： 00:58 01:06 地图背景是我的学校 有作战系统和敌人的AI： 00:18 故事的背景是我的大学，这是中心食堂和足球场： 看到这个毛主席像有人应该会觉得很熟悉吧 我甚至还在综合楼的自动售货机上做了一个物品买卖系统： 00:28 这个游戏大概不到一万行Qt代码，没有用任何的框架和引擎，现在看来相当原始，所有的移动和动画效果都是用Qt的定时器+一堆if/else判断徒手撸出来的（当时不知道更好的办法，就这么一根筋地写了几个月）。我自己的感觉是，写代码超过5000行的时候，自己的能力会有一个飞跃——以前从没有注意过的东西开始觉得费解，从而逼迫自己思考和学习，然后进步。在我参加校招的时候，这个游戏的代码量占我当时的代码量的差不多一半……现在回想起来，我校招能进阿里，这个游戏带来的能力提升功不可没。 这个游戏没有最终完成，也从未发布，静静地在我的硬盘里躺了七年。 四年前我跟游戏设定的女主角结婚了。 这周二我无意中看到它，拿到现在的机器上重新编译通过。在吃晚饭的时候，我问她： “你知道我当时给你写了个游戏么？“ 她说：“不知道啊”。 代码在这里（我知道它很烂），遵守WhatTheFuckPublicLicense，随便修改： https://github.com/blindpirate/no2-linggong-road github.com/blindpirate/no2-linggong-road 最后放几个全地图的场景，如果你和我是一个学校的，会觉得相当亲切。不过，大部分的地图都不是我做的，我自己做了中心食堂、综合楼、研教楼、校医院、一馆五个场景的室内地图。 02:48 03:17 01:57 评论区炸出了很多同道中人： @杜凯 说： 我去，天涯何处无知己啊，我做过一个类似的玩意 http://www.dkl
你的编程能力从什么时候开始突飞猛进？,无详细描述,https://github.com/blindpirate/no2-linggong-road github.com/blindpirate/no2-linggong-road
你的编程能力从什么时候开始突飞猛进？,无详细描述,大概……是为了追女生而写了一个游戏的时候吧。 大概七年前，我为了追一个女生，以她和我为主角写了一个战棋类RPG游戏（其实还做了很多别的事情hhhhh），灵感来源于小时候玩的世嘉版《水浒传》。故事的背景是我大学，游戏名字叫做《凌工路2号》。 我一直都觉得，在大学，生产力的来源主要有两件事情： deadline； 荷尔蒙。 这个游戏有对话系统： 有战斗系统： 有职业/升级/转职/职业相克系统： 职业/转职系统 职业相克系数表 有角色属性、物品、存档系统： 有剧情： 00:58 01:06 地图背景是我的学校 有作战系统和敌人的AI： 00:18 故事的背景是我的大学，这是中心食堂和足球场： 看到这个毛主席像有人应该会觉得很熟悉吧 我甚至还在综合楼的自动售货机上做了一个物品买卖系统： 00:28 这个游戏大概不到一万行Qt代码，没有用任何的框架和引擎，现在看来相当原始，所有的移动和动画效果都是用Qt的定时器+一堆if/else判断徒手撸出来的（当时不知道更好的办法，就这么一根筋地写了几个月）。我自己的感觉是，写代码超过5000行的时候，自己的能力会有一个飞跃——以前从没有注意过的东西开始觉得费解，从而逼迫自己思考和学习，然后进步。在我参加校招的时候，这个游戏的代码量占我当时的代码量的差不多一半……现在回想起来，我校招能进阿里，这个游戏带来的能力提升功不可没。 这个游戏没有最终完成，也从未发布，静静地在我的硬盘里躺了七年。 四年前我跟游戏设定的女主角结婚了。 这周二我无意中看到它，拿到现在的机器上重新编译通过。在吃晚饭的时候，我问她： “你知道我当时给你写了个游戏么？“ 她说：“不知道啊”。 代码在这里（我知道它很烂），遵守WhatTheFuckPublicLicense，随便修改： https://github.com/blindpirate/no2-linggong-road github.com/blindpirate/no2-linggong-road 最后放几个全地图的场景，如果你和我是一个学校的，会觉得相当亲切。不过，大部分的地图都不是我做的，我自己做了中心食堂、综合楼、研教楼、校医院、一馆五个场景的室内地图。 02:48 03:17 01:57 评论区炸出了很多同道中人： @杜凯 说： 我去，天涯何处无知己啊，我做过一个类似的玩意 http://www.dkl
有哪些让你目瞪口呆的 Bug ？,无详细描述,关于考勤打卡的 我们单位粗心的人事在系统里删除离职人员的时候不小心把我也删除了 当了很长时间的黑户 后来虽然又添加回来 但饭卡，慰问品之类的总是出错，每次我都得解释一遍然后气急败坏的自己去单独领一份 直到我发现 我请假系统里不扣年假 哈哈哈哈哈哈哈 无限续杯
有哪些让你目瞪口呆的 Bug ？,无详细描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无详细描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无详细描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无详细描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无详细描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无详细描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无详细描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无详细描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过光路板，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无详细描述,我高中同桌，上了本地一所理工大学。 大一新生入学，发现宿舍没有插座。 一群学理工的男生能忍吗？ 当即分工合作，从日光灯的线上引了一根线出来搞成插座。 搞定以后集体欢呼握手。 昂首四顾。 热血澎湃。 随即发现墙边的插座。
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,翻译得挺好 这仨字光看着就能感受到一股腥膻咸湿的克苏鲁气息，很是能准确复现debug时的精神状态 下次别翻译了
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,"阁下不会就是翻译出 “鲁棒性”""巴勒斯坦""""泰晤士报""""车厘子""""红地厘蛇果""""老头滚动条""“半条命”“套套逻辑”“套接字”“诱导公式”“方程式赛车”“把属性映射为属性”""双亲委派机制""""酉矩阵""""秩""""卡宾""""氮宾""""叶立德""""缺省""""渠化""""死投"" 的那位姐吧。 ————更新，应要求添加一下这些词的解释： 鲁棒性：robustness，robust意味健壮，强壮，应该译为健壮性，稳健性，强壮性，稳定性均可，译者不知何故要音译，由于词汇太过古早，也可能是译者当时不懂这个词的含义，总之结果导致其在国内教材中广泛使用，造成了大量学生的迷惑。 诱导公式：原文是reduction formula，即简化公式，译者翻译的时候可能用的是盗版书，国内标注的是induction formula，也可能是记错了单词的意思，因为其把reduction（减少）当作induction（归纳）来翻译，但最终的译文甚至没有体现出induction的意思，也就是说经过了两次错译才最终变成了“诱导公式”这个不明所以的名字，并且被我国高中教材广泛使用，以及各种教辅，培训班强行解释“诱导”的意思，导致越传越广。 半条命：应为半衰期。 老头滚动条：应为上古卷轴。 车厘子：cherry就是樱桃，译者非要音译出另一个物种来。 红地厘蛇果：delicious apple就是苹果，译者非要把delicious音译为地厘蛇，再加上红字，听起来像是“红地”这个地方的物种“厘蛇果”。 泰晤士报：原文是“The Times”。并没有“泰晤士（Thames）”这个发音，不仅丢失原义，还让人对该报纸的发行地产生误解。 巴勒斯坦：应为巴勒斯丁，见答主“知乎用户ObE5mQ”的回答： 套套逻辑：tautology，原义“同义反复”，纯音译导致的怪异翻译。 套接字：Socket，原义插座，接口。 方程式赛车：见用户“西瓜回路遮断器”的评论：formula使用了错误的意义。 把属性映射为属性：把property映射为attribute，译者（可能是机器）翻译时没有考虑其意义。 双亲委派机制：parent delegation，应为父类代理，当然，对于某些用户，非要译作母类代理我也没有意见，译为“双”会让人误解程序的继承关系。 酉矩阵，秩：Unitary Matrix，Unitary即单一的，被译作“酉”，中文意义看起来像是指十，"
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,"阁下不会就是翻译出 “鲁棒性”""巴勒斯坦""""泰晤士报""""车厘子""""红地厘蛇果""""老头滚动条""“半条命”“套套逻辑”“套接字”“诱导公式”“方程式赛车”“把属性映射为属性”""双亲委派机制""""酉矩阵""""秩""""卡宾""""氮宾""""叶立德""""缺省""""渠化""""死投"" 的那位姐吧。 ————更新，应要求添加一下这些词的解释： 鲁棒性：robustness，robust意味健壮，强壮，应该译为健壮性，稳健性，强壮性，稳定性均可，译者不知何故要音译，由于词汇太过古早，也可能是译者当时不懂这个词的含义，总之结果导致其在国内教材中广泛使用，造成了大量学生的迷惑。 诱导公式：原文是reduction formula，即简化公式，译者翻译的时候可能用的是盗版书，国内标注的是induction formula，也可能是记错了单词的意思，因为其把reduction（减少）当作induction（归纳）来翻译，但最终的译文甚至没有体现出induction的意思，也就是说经过了两次错译才最终变成了“诱导公式”这个不明所以的名字，并且被我国高中教材广泛使用，以及各种教辅，培训班强行解释“诱导”的意思，导致越传越广。 半条命：应为半衰期。 老头滚动条：应为上古卷轴。 车厘子：cherry就是樱桃，译者非要音译出另一个物种来。 红地厘蛇果：delicious apple就是苹果，译者非要把delicious音译为地厘蛇，再加上红字，听起来像是“红地”这个地方的物种“厘蛇果”。 泰晤士报：原文是“The Times”。并没有“泰晤士（Thames）”这个发音，不仅丢失原义，还让人对该报纸的发行地产生误解。 巴勒斯坦：应为巴勒斯丁，见答主“知乎用户ObE5mQ”的回答： 套套逻辑：tautology，原义“同义反复”，纯音译导致的怪异翻译。 套接字：Socket，原义插座，接口。 方程式赛车：见用户“西瓜回路遮断器”的评论：formula使用了错误的意义。 把属性映射为属性：把property映射为attribute，译者（可能是机器）翻译时没有考虑其意义。 双亲委派机制：parent delegation，应为父类代理，当然，对于某些用户，非要译作母类代理我也没有意见，译为“双”会让人误解程序的继承关系。 酉矩阵，秩：Unitary Matrix，Unitary即单一的，被译作“酉”，中文意义看起来像是指十，"
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,我觉得不巧妙。 因为你这样文字太多了，文字笔画太多就不好写了。 可以简化一下。 例如bug，音是：八各。 为了简化，可以把“各”简化成为“𠂊”，八字没必要简化了，就两笔。 为了区分汉子和翻译，咱们可以把这部分文字增加角标。 最终成品：bug→バグ
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,我觉得不如叫 涤悖格 涤 洗涤，去掉 悖 不合理，冲突，错误 格 格式，标准，规范，结构段落 悖格 谐音bug，导致错误，冲突或不合理的代码结构。 我觉得比你编的那个更加复合翻译的三要素，信达雅。
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,目前来说，我见过最秀的英文翻译是战锤的四大邪神名字的翻译，读音相似的同时还彰显了人物设定（而且字没那么生僻） 给路人来段背景和介绍 恐虐：Khorne，代表是颅骨与鲜血，设定中代表难以遏制的好斗，丧失心智的疯狂以及淹没战场的滚滚血海，信仰恐虐的自然都是战场狂战士。 纳垢：Nurgle，代表瘟疫和无穷无尽的死寂，世界上所有瘟疫都是在纳垢精心调配下产生，纳垢接纳所有信徒，不论老丑、善恶。 色孽：Slaanesh，代表放纵享乐堕落和感官刺激。欲望，骄傲和自我放纵是所有追随他的人的标志。 奸奇：Tzeentch，混沌四神里最多变狡猾的邪神。有人说奸奇来源于希望，象征着智慧。但那早已被邪恶的混沌所扭曲，奸奇的希望来源于受害者身处绝境无限的绝望与千方百计的求生，智慧则来源于那无穷无尽的算计与阴谋。 另外附上台湾（港译）译名： 恐虐-Khorne-哥达/科恩 纳垢-Nurgle-乐高/奈格 色孽-Slaanesh-沙莉士 奸奇-Tzeentch-辛烈智 相比较下是不是看得出来译者很用心 更正：根据评论区 @滴滴滴滴 大佬提醒，现行四神的翻译最早反而是出自台湾民间论坛的，后来被gw收编，大陆传入时采用的台版翻译，最后也被gw简中部门采纳 答主举的例子其实是港译，至今仍是gw港版官译，偏向粤语音译 大陆锤圈港译一度和台译分庭抗礼，现在很多老锤友都更习惯叫色孽.“沙历士” 调查少了，我的问题 感谢评论区 @苏止胡 提醒我还有绿皮（Green skin）的翻译 先说背景，绿皮是战锤世界里的兽人（Orks），属于比较欢乐，每天只知道打打沙沙沙沙沙的种族，可以理解为绿色并且爱打架的小黄人，绿皮的科技基本全内置在dna里，并且带有搞笑角色属性，最爱做的事就是四处捡垃圾然后拼个不稳定但是能用的武器出来 整天打打杀杀的兽人信仰搞哥（Gork）和毛哥（Mork），搞哥野蛮而狡猾，毛哥狡猾而野蛮 绿皮的终极泰坦单位叫大脚（Stompa）来源于英语单词跺脚（stomp）国内一般戏称这玩意叫古巨圾，虽然没音译不过蛮传神的 这玩意长这样 另外还有绿皮的技术科研单位技术小子（Mekaniak boy简称Mekboy），这玩意的高级版本叫做大技霸（Big Mek） 兽人聚在一起会发动一次声势浩大的Waaaaaaagh！！！，而他们的头领则叫做哇博士（War Boss）
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,看大家的评价，有一种小学男生花几天想了个自以为很酷的网名然后被嘲讽的美。
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,你自己大可以尽情的使用。但是建议不要跟我们讲。 大伙真没兴趣了解你那两个B虫子。 这个答案纯是被这个破问题气乐了、骂了句街，没想到有人看。多说两句。 当我看到题主的这种想法，我直接想到的是另外另一件事情。有些人在使用手机的时候，不喜欢设计师精心调教好的默认字体，而是换成了花里胡哨的个性字体。我今天刚收到过这种人发来的屏幕截图，一打开就感觉到两眼一黑。 此图片来自知乎上的另一个问题 这和题主的想法的共同点在于，在不适合追求美的地方追求美。 美当然是我们要追求的，照片，电影，诗词，小说，家居装潢，有得是地方让我们追求美。没必要在专业词汇和手机字体这样的、极大的影响着信息的传递效率和准确性的地方，牺牲效率和准确性去追求美。或者说，这些地方的高效所带来的益处，完全能让我们在其他地方得到更多“美”。 比方说，一本修仙小说，说有一种灵猴，能在太虚之中操控复杂的大型法术，叫乘虚猿；但是太虚中会滋生干扰法术运行的精怪，公的叫蚆，母的叫蛒；乘虚猿每天必须要去除蚆蛒来使法术正常运行。这个梗虽然够烂，但毕竟是在小说中，我是乐于见到的，因为小说就是追求娱乐的地方。 但题主说的是“不全是开玩笑”“是不是很巧妙”，洋洋自得的认为，这种巧妙就是我们应该追求的东西。其实错了呀，管你《方言》《正字通》云云，这几个字就是生僻字，就是徒增了理解难度，就是进行了不必要的翻译，就只有你自己会玩这玩意儿。如果有人对这东西感兴趣、觉得还不错，大概率是因为他平时并不编写程序，也用不到debug。 总之，把生产力的东西归于生产力，把美的东西归于美。
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,挺好，挺好笑的。 如果真的把 bug 显示成蚆蛒会有人觉得你电脑出了 bug。
